GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,HPZL,HPZL_LABEL,HPHM,BRAND
G320300109027252585,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:00:15,1704038415000,01,大型汽车,苏CKT***,宝马
G320300109027253771,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-01 00:00:24,1704038424000,02,小型汽车,鲁RE6***,未知
G320300109027253799,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-01 00:00:24,1704038424000,02,小型汽车,鲁RE6***,未知
G320300109027253040,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:00:28,1704038428000,02,小型汽车,苏C35***,保时捷
G320300109027253044,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-01 00:00:30,1704038430000,02,小型汽车,苏C3W***,大众
G320300109027253483,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-01 00:00:41,1704038441000,02,小型汽车,苏APS***,宝马
G320300109027253461,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:00:42,1704038442000,01,大型汽车,陕C93***,一汽
G320300109027254222,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-01 00:01:03,1704038463000,52,教练车,苏NDD***,大众
G320300109027254738,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:01:09,1704038469000,52,教练车,苏CDM***,未知
G320300109027255007,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:01:18,1704038478000,02,小型汽车,苏CE9***,未知
G320300109027254826,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:01:20,1704038480000,01,大型汽车,鲁VU3***,一汽
G320300109027255357,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-01 00:01:26,1704038486000,02,小型汽车,苏CX8***,未知
G320300109027256798,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-01 00:01:44,1704038504000,02,小型汽车,鲁P98***,大众
G320300109027256705,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-01 00:02:07,1704038527000,02,小型汽车,苏C82***,奔驰
G320300109027257074,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:02:17,1704038537000,02,小型汽车,苏CU7***,未知
G320300109027257071,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:02:20,1704038540000,02,小型汽车,苏C85***,大众
G320300109027257332,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-01 00:02:26,1704038546000,02,小型汽车,鲁DQN***,未知
G320300109027257462,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:02:28,1704038548000,02,小型汽车,皖L8P***,雪佛兰
G320300109027257597,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:02:33,1704038553000,01,大型汽车,鲁L72***,福田
G320300109027257922,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:02:42,1704038562000,02,小型汽车,皖FX2***,未知
G320300109027258006,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2024-01-01 00:02:44,1704038564000,02,小型汽车,苏AH1***,风神
G320300109027258492,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:02:56,1704038576000,01,大型汽车,苏NBT***,一汽
G320300109027258464,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2024-01-01 00:02:56,1704038576000,02,小型汽车,苏CB6***,中顺
G320300109027258610,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:02:59,1704038579000,01,大型汽车,鲁Q21***,福田
G320300109027258780,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2024-01-01 00:03:03,1704038583000,01,大型汽车,苏GH5***,福田
G320300109027258906,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:03:08,1704038588000,02,小型汽车,苏C19***,五菱
G320300109027259025,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-01 00:03:12,1704038592000,02,小型汽车,苏C1H***,雪佛兰
G320300109027259672,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2024-01-01 00:03:15,1704038595000,02,小型汽车,苏C7M***,未知
G320300109027259453,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:03:16,1704038596000,02,小型汽车,皖L5Y***,未知
G320300109027259610,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:03:26,1704038606000,01,大型汽车,鲁Q73***,福田
G320300109027259562,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-01 00:03:27,1704038607000,02,小型汽车,苏C96***,长安
G320300109027259989,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-01 00:03:32,1704038612000,52,教练车,苏CDT***,未知
G320300109027259881,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-01 00:03:34,1704038614000,02,小型汽车,苏NX5***,本田
G320300109027259899,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-01 00:03:35,1704038615000,01,大型汽车,鲁JD2***,未知
