GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,HPZL,HPZL_LABEL,HPHM,BRAND
G320300109045193519,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-03 00:00:09,1704211209000,1,大型汽车,苏NGS***,东风
G320300109045194019,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:00:36,1704211236000,1,大型汽车,鲁Q97***,奥迪
G320300109045194137,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:00:43,1704211243000,1,大型汽车,苏CGF***,未知
G320300109045194638,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-03 00:00:44,1704211244000,2,小型汽车,晋A12***,未知
G320300109045194692,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-03 00:00:44,1704211244000,2,小型汽车,晋A12***,未知
G320300109045194126,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2024-01-03 00:00:45,1704211245000,2,小型汽车,鲁HNX***,未知
G320300109045194272,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:00:51,1704211251000,1,大型汽车,冀DG1***,未知
G320300109045194471,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-03 00:00:51,1704211251000,2,小型汽车,苏C83***,未知
G320300109045194431,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:01:03,1704211263000,1,大型汽车,苏CMZ***,吉利
G320300109045194605,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:01:10,1704211270000,1,大型汽车,苏CLF***,福特
G320300109045194891,新沂市,S505,K10,CITY,徐州-宿迁,宿迁界,S505-K10-市际卡口,1,2024-01-03 00:01:22,1704211282000,2,小型汽车,苏CR0***,雪佛兰
G320300109045195133,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-03 00:01:39,1704211299000,2,小型汽车,苏CX6***,吉利
G320300109045195256,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-03 00:01:44,1704211304000,2,小型汽车,皖AW1***,未知
G320300109045195606,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2024-01-03 00:01:46,1704211306000,1,大型汽车,豫PY7***,一汽
G320300109045195526,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2024-01-03 00:01:58,1704211318000,1,大型汽车,苏1Y8***,东风
G320300109045196043,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-03 00:02:00,1704211320000,1,大型汽车,鲁PT2***,未知
G320300109045195956,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2024-01-03 00:02:22,1704211342000,2,小型汽车,苏CX6***,未知
G320300109045195940,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-03 00:02:23,1704211343000,2,小型汽车,苏N16***,奇瑞
G320300109045196606,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2024-01-03 00:02:33,1704211353000,2,小型汽车,鲁J87***,一汽
G320300109045196844,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-03 00:03:08,1704211388000,52,教练车,鲁DD0***,丰田
G320300109045196926,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:03:20,1704211400000,1,大型汽车,苏CHB***,猎豹
G320300109045197332,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-03 00:03:37,1704211417000,2,小型汽车,苏AF1***,未知
G320300109045197317,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-03 00:03:40,1704211420000,2,小型汽车,苏C3X***,未知
G320300109045197390,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2024-01-03 00:03:41,1704211421000,2,小型汽车,苏C16***,未知
G320300109045197381,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:03:44,1704211424000,1,大型汽车,鲁Q52***,福田
G320300109045197461,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:03:49,1704211429000,1,大型汽车,鲁H79***,未知
G320300109045197556,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:03:55,1704211435000,1,大型汽车,鲁VZ9***,北京
G320300109045197627,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-03 00:04:00,1704211440000,2,小型汽车,苏U35***,马自达
G320300109045197802,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-03 00:04:07,1704211447000,1,大型汽车,苏NGQ***,福田
G320300109045198929,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:05:12,1704211512000,2,小型汽车,苏CF6***,本田
G320300109045198979,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:05:15,1704211515000,1,大型汽车,鲁Q63***,解放
G320300109045199383,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2024-01-03 00:05:35,1704211535000,1,大型汽车,苏CQN***,哈飞
G320300109045199853,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2024-01-03 00:05:37,1704211537000,2,小型汽车,苏CV0***,大众
G320300109045199987,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2024-01-03 00:06:06,1704211566000,2,小型汽车,苏CE1***,未知
G320300109045200504,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2024-01-03 00:06:40,1704211600000,2,小型汽车,苏C98***,未知
G320300109045200924,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2024-01-03 00:07:07,1704211627000,2,小型汽车,鲁HA2***,未知
G320300109045201322,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:07:25,1704211645000,1,大型汽车,鲁Q85***,未知
G320300109045201415,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:07:30,1704211650000,1,大型汽车,苏CQB***,一汽
G320300109045201642,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:07:41,1704211661000,1,大型汽车,鲁Q19***,福田
G320300109045202129,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2024-01-03 00:08:03,1704211683000,1,大型汽车,鲁Q06***,夏利
G320300109045202625,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2024-01-03 00:08:21,1704211701000,1,大型汽车,鲁MFR***,夏利
