CLEAN_KKMC,Date,Count
S505-K10-市际卡口,2024-01-05,219
X308-K19-市际卡口,2024-01-05,264
G104-K744-省际卡口,2024-01-06,279
G104-K873-省际卡口,2024-01-06,142
G206-K816-省际卡口,2024-01-06,66
G235-K10-市际卡口,2024-01-06,389
G237-K148-省际卡口,2024-01-06,2
G3-K731-省际卡口,2024-01-06,764
G310-K310-省际卡口,2024-01-06,102
G311-K207-省际卡口,2024-01-06,688
G518518-K358-省际卡口,2024-01-06,364
S250-K1-省际卡口,2024-01-06,1009
S251-K5-省际卡口,2024-01-06,88
S252-K56-省际卡口,2024-01-06,21
S253-K0-省际卡口,2024-01-06,117
S323-K10-市际卡口,2024-01-06,172
S323-K96-市际卡口,2024-01-06,163
S324-K201-市际卡口,2024-01-06,40
S325-K63-市际卡口,2024-01-06,207
S505-K10-市际卡口,2024-01-06,56
X308-K19-市际卡口,2024-01-06,78
G104-K744-省际卡口,2024-01-07,517
G104-K873-省际卡口,2024-01-07,740
G206-K816-省际卡口,2024-01-07,278
G235-K10-市际卡口,2024-01-07,527
G3-K731-省际卡口,2024-01-07,547
G310-K310-省际卡口,2024-01-07,657
G311-K207-省际卡口,2024-01-07,921
G518518-K358-省际卡口,2024-01-07,399
S250-K1-省际卡口,2024-01-07,903
S251-K5-省际卡口,2024-01-07,176
S252-K56-省际卡口,2024-01-07,227
S253-K0-省际卡口,2024-01-07,330
S323-K10-市际卡口,2024-01-07,316
S323-K96-市际卡口,2024-01-07,439
S324-K201-市际卡口,2024-01-07,141
S325-K63-市际卡口,2024-01-07,963
S505-K10-市际卡口,2024-01-07,195
X308-K19-市际卡口,2024-01-07,227
G104-K744-省际卡口,2024-01-08,707
G104-K873-省际卡口,2024-01-08,923
G206-K816-省际卡口,2024-01-08,430
G235-K10-市际卡口,2024-01-08,695
G3-K731-省际卡口,2024-01-08,861
G310-K310-省际卡口,2024-01-08,868
G311-K207-省际卡口,2024-01-08,1221
G518518-K358-省际卡口,2024-01-08,467
S250-K1-省际卡口,2024-01-08,1485
S251-K5-省际卡口,2024-01-08,221
S252-K56-省际卡口,2024-01-08,539
S253-K0-省际卡口,2024-01-08,416
S323-K10-市际卡口,2024-01-08,425
S323-K96-市际卡口,2024-01-08,730
S324-K201-市际卡口,2024-01-08,148
S325-K63-市际卡口,2024-01-08,1389
S505-K10-市际卡口,2024-01-08,271
X308-K19-市际卡口,2024-01-08,276
G104-K744-省际卡口,2024-01-09,575
G104-K873-省际卡口,2024-01-09,554
G206-K816-省际卡口,2024-01-09,259
G235-K10-市际卡口,2024-01-09,878
G3-K731-省际卡口,2024-01-09,964
G310-K310-省际卡口,2024-01-09,699
G311-K207-省际卡口,2024-01-09,1123
G518518-K358-省际卡口,2024-01-09,216
S250-K1-省际卡口,2024-01-09,1553
S251-K5-省际卡口,2024-01-09,176
S252-K56-省际卡口,2024-01-09,270
S253-K0-省际卡口,2024-01-09,348
S323-K10-市际卡口,2024-01-09,380
S323-K96-市际卡口,2024-01-09,204
S324-K201-市际卡口,2024-01-09,50
S325-K63-市际卡口,2024-01-09,1241
S505-K10-市际卡口,2024-01-09,204
X308-K19-市际卡口,2024-01-09,260
G104-K744-省际卡口,2024-01-10,684
G104-K873-省际卡口,2024-01-10,844
G206-K816-省际卡口,2024-01-10,376
G235-K10-市际卡口,2024-01-10,636
G3-K731-省际卡口,2024-01-10,1007
G310-K310-省际卡口,2024-01-10,833
G311-K207-省际卡口,2024-01-10,1174
G518518-K358-省际卡口,2024-01-10,473
S250-K1-省际卡口,2024-01-10,1679
S251-K5-省际卡口,2024-01-10,219
S252-K56-省际卡口,2024-01-10,311
S253-K0-省际卡口,2024-01-10,437
S323-K10-市际卡口,2024-01-10,476
S323-K96-市际卡口,2024-01-10,608
S324-K201-市际卡口,2024-01-10,201
S325-K63-市际卡口,2024-01-10,1464
S505-K10-市际卡口,2024-01-10,258
X308-K19-市际卡口,2024-01-10,260
G104-K744-省际卡口,2024-01-11,535
G104-K873-省际卡口,2024-01-11,617
G206-K816-省际卡口,2024-01-11,233
G235-K10-市际卡口,2024-01-11,644
G3-K731-省际卡口,2024-01-11,884
G310-K310-省际卡口,2024-01-11,560
G311-K207-省际卡口,2024-01-11,980
G518518-K358-省际卡口,2024-01-11,129
S250-K1-省际卡口,2024-01-11,2125
S251-K5-省际卡口,2024-01-11,285
S252-K56-省际卡口,2024-01-11,188
S253-K0-省际卡口,2024-01-11,580
S323-K10-市际卡口,2024-01-11,358
S323-K96-市际卡口,2024-01-11,1591
S324-K201-市际卡口,2024-01-11,474
S325-K63-市际卡口,2024-01-11,2323
S505-K10-市际卡口,2024-01-11,149
X308-K19-市际卡口,2024-01-11,171
G104-K744-省际卡口,2024-01-12,516
G104-K873-省际卡口,2024-01-12,538
G206-K816-省际卡口,2024-01-12,209
G235-K10-市际卡口,2024-01-12,563
G3-K731-省际卡口,2024-01-12,720
G310-K310-省际卡口,2024-01-12,611
G311-K207-省际卡口,2024-01-12,890
G518518-K358-省际卡口,2024-01-12,159
S250-K1-省际卡口,2024-01-12,1296
S251-K5-省际卡口,2024-01-12,153
S252-K56-省际卡口,2024-01-12,178
S253-K0-省际卡口,2024-01-12,309
S323-K10-市际卡口,2024-01-12,280
S323-K96-市际卡口,2024-01-12,439
S324-K201-市际卡口,2024-01-12,115
S325-K63-市际卡口,2024-01-12,1193
S505-K10-市际卡口,2024-01-12,174
X308-K19-市际卡口,2024-01-12,186
G104-K744-省际卡口,2024-01-13,516
G104-K873-省际卡口,2024-01-13,538
G206-K816-省际卡口,2024-01-13,209
G235-K10-市际卡口,2024-01-13,563
G3-K731-省际卡口,2024-01-13,720
G310-K310-省际卡口,2024-01-13,611
G311-K207-省际卡口,2024-01-13,890
G518518-K358-省际卡口,2024-01-13,159
S250-K1-省际卡口,2024-01-13,1296
S251-K5-省际卡口,2024-01-13,153
S252-K56-省际卡口,2024-01-13,178
S253-K0-省际卡口,2024-01-13,309
S323-K10-市际卡口,2024-01-13,280
S323-K96-市际卡口,2024-01-13,439
S324-K201-市际卡口,2024-01-13,115
S325-K63-市际卡口,2024-01-13,1193
S505-K10-市际卡口,2024-01-13,174
X308-K19-市际卡口,2024-01-13,186
G104-K744-省际卡口,2024-01-14,540
G104-K873-省际卡口,2024-01-14,527
G206-K816-省际卡口,2024-01-14,170
G235-K10-市际卡口,2024-01-14,662
G3-K731-省际卡口,2024-01-14,920
G310-K310-省际卡口,2024-01-14,576
G311-K207-省际卡口,2024-01-14,1133
G518518-K358-省际卡口,2024-01-14,389
S250-K1-省际卡口,2024-01-14,1374
S251-K5-省际卡口,2024-01-14,149
S252-K56-省际卡口,2024-01-14,87
S253-K0-省际卡口,2024-01-14,262
S323-K10-市际卡口,2024-01-14,318
S323-K96-市际卡口,2024-01-14,141
S324-K201-市际卡口,2024-01-14,37
S325-K63-市际卡口,2024-01-14,1222
S505-K10-市际卡口,2024-01-14,166
X308-K19-市际卡口,2024-01-14,197
G104-K744-省际卡口,2024-01-15,820
G104-K873-省际卡口,2024-01-15,1007
G206-K816-省际卡口,2024-01-15,398
G235-K10-市际卡口,2024-01-15,710
G237-K148-省际卡口,2024-01-15,2
G3-K731-省际卡口,2024-01-15,1064
G310-K310-省际卡口,2024-01-15,1011
G311-K207-省际卡口,2024-01-15,1492
G518518-K358-省际卡口,2024-01-15,564
S250-K1-省际卡口,2024-01-15,1667
S251-K5-省际卡口,2024-01-15,206
S252-K56-省际卡口,2024-01-15,341
S253-K0-省际卡口,2024-01-15,390
S323-K10-市际卡口,2024-01-15,471
S323-K96-市际卡口,2024-01-15,599
S324-K201-市际卡口,2024-01-15,139
S325-K63-市际卡口,2024-01-15,1575
S505-K10-市际卡口,2024-01-15,276
X308-K19-市际卡口,2024-01-15,339
G104-K744-省际卡口,2024-01-16,495
G104-K873-省际卡口,2024-01-16,593
G206-K816-省际卡口,2024-01-16,287
G235-K10-市际卡口,2024-01-16,730
G237-K148-省际卡口,2024-01-16,1
G3-K731-省际卡口,2024-01-16,1146
G310-K310-省际卡口,2024-01-16,522
G311-K207-省际卡口,2024-01-16,1089
G518518-K358-省际卡口,2024-01-16,72
S250-K1-省际卡口,2024-01-16,1892
S251-K5-省际卡口,2024-01-16,319
S252-K56-省际卡口,2024-01-16,288
S253-K0-省际卡口,2024-01-16,489
S323-K10-市际卡口,2024-01-16,348
S323-K96-市际卡口,2024-01-16,1294
S324-K201-市际卡口,2024-01-16,395
S325-K63-市际卡口,2024-01-16,1864
S505-K10-市际卡口,2024-01-16,176
X308-K19-市际卡口,2024-01-16,211
G104-K744-省际卡口,2024-01-17,603
G104-K873-省际卡口,2024-01-17,999
G206-K816-省际卡口,2024-01-17,263
G235-K10-市际卡口,2024-01-17,807
G237-K148-省际卡口,2024-01-17,1
G3-K731-省际卡口,2024-01-17,906
G310-K310-省际卡口,2024-01-17,705
G311-K207-省际卡口,2024-01-17,1322
G518518-K358-省际卡口,2024-01-17,256
S250-K1-省际卡口,2024-01-17,1345
S251-K5-省际卡口,2024-01-17,163
S252-K56-省际卡口,2024-01-17,149
S253-K0-省际卡口,2024-01-17,214
S323-K10-市际卡口,2024-01-17,338
S323-K96-市际卡口,2024-01-17,205
S324-K201-市际卡口,2024-01-17,46
S325-K63-市际卡口,2024-01-17,512
S505-K10-市际卡口,2024-01-17,260
X308-K19-市际卡口,2024-01-17,235
G104-K744-省际卡口,2024-01-18,523
G104-K873-省际卡口,2024-01-18,896
G206-K816-省际卡口,2024-01-18,190
G235-K10-市际卡口,2024-01-18,918
G3-K731-省际卡口,2024-01-18,912
G310-K310-省际卡口,2024-01-18,599
G311-K207-省际卡口,2024-01-18,1133
G518518-K358-省际卡口,2024-01-18,508
S250-K1-省际卡口,2024-01-18,1410
S251-K5-省际卡口,2024-01-18,178
S252-K56-省际卡口,2024-01-18,154
S253-K0-省际卡口,2024-01-18,281
S323-K10-市际卡口,2024-01-18,351
S323-K96-市际卡口,2024-01-18,251
S324-K201-市际卡口,2024-01-18,58
S325-K63-市际卡口,2024-01-18,1053
S505-K10-市际卡口,2024-01-18,194
X308-K19-市际卡口,2024-01-18,240
G104-K744-省际卡口,2024-01-19,304
G104-K873-省际卡口,2024-01-19,417
G206-K816-省际卡口,2024-01-19,160
G235-K10-市际卡口,2024-01-19,451
G3-K731-省际卡口,2024-01-19,457
G310-K310-省际卡口,2024-01-19,377
G311-K207-省际卡口,2024-01-19,538
G518518-K358-省际卡口,2024-01-19,292
S250-K1-省际卡口,2024-01-19,850
S251-K5-省际卡口,2024-01-19,110
S252-K56-省际卡口,2024-01-19,241
S253-K0-省际卡口,2024-01-19,179
S323-K10-市际卡口,2024-01-19,233
S323-K96-市际卡口,2024-01-19,286
S324-K201-市际卡口,2024-01-19,64
S325-K63-市际卡口,2024-01-19,570
S505-K10-市际卡口,2024-01-19,100
X308-K19-市际卡口,2024-01-19,156
G104-K744-省际卡口,2024-01-20,435
G104-K873-省际卡口,2024-01-20,622
G206-K816-省际卡口,2024-01-20,197
G235-K10-市际卡口,2024-01-20,648
G3-K731-省际卡口,2024-01-20,671
G310-K310-省际卡口,2024-01-20,503
G311-K207-省际卡口,2024-01-20,1020
G518518-K358-省际卡口,2024-01-20,415
S250-K1-省际卡口,2024-01-20,1223
S251-K5-省际卡口,2024-01-20,140
S252-K56-省际卡口,2024-01-20,154
S253-K0-省际卡口,2024-01-20,226
S323-K10-市际卡口,2024-01-20,291
S323-K96-市际卡口,2024-01-20,254
S324-K201-市际卡口,2024-01-20,64
S325-K63-市际卡口,2024-01-20,709
S505-K10-市际卡口,2024-01-20,188
X308-K19-市际卡口,2024-01-20,185
G104-K744-省际卡口,2024-01-21,587
G104-K873-省际卡口,2024-01-21,885
G206-K816-省际卡口,2024-01-21,260
G235-K10-市际卡口,2024-01-21,838
G3-K731-省际卡口,2024-01-21,1083
G310-K310-省际卡口,2024-01-21,505
G311-K207-省际卡口,2024-01-21,1195
G518518-K358-省际卡口,2024-01-21,639
S250-K1-省际卡口,2024-01-21,1433
S251-K5-省际卡口,2024-01-21,177
S252-K56-省际卡口,2024-01-21,147
S253-K0-省际卡口,2024-01-21,265
S323-K10-市际卡口,2024-01-21,435
S323-K96-市际卡口,2024-01-21,391
S324-K201-市际卡口,2024-01-21,104
S325-K63-市际卡口,2024-01-21,1400
S505-K10-市际卡口,2024-01-21,202
X308-K19-市际卡口,2024-01-21,241
G104-K744-省际卡口,2024-01-22,1067
G104-K873-省际卡口,2024-01-22,2002
G206-K816-省际卡口,2024-01-22,852
G235-K10-市际卡口,2024-01-22,1153
G3-K731-省际卡口,2024-01-22,1177
G310-K310-省际卡口,2024-01-22,1423
G311-K207-省际卡口,2024-01-22,1722
G518518-K358-省际卡口,2024-01-22,1150
S250-K1-省际卡口,2024-01-22,1862
S251-K5-省际卡口,2024-01-22,383
S252-K56-省际卡口,2024-01-22,673
S253-K0-省际卡口,2024-01-22,671
S323-K10-市际卡口,2024-01-22,710
S323-K96-市际卡口,2024-01-22,1346
S324-K201-市际卡口,2024-01-22,385
S325-K63-市际卡口,2024-01-22,1650
S505-K10-市际卡口,2024-01-22,436
X308-K19-市际卡口,2024-01-22,621
G104-K744-省际卡口,2024-01-23,1458
G104-K873-省际卡口,2024-01-23,2435
G206-K816-省际卡口,2024-01-23,1078
G235-K10-市际卡口,2024-01-23,1193
G237-K148-省际卡口,2024-01-23,1
G3-K731-省际卡口,2024-01-23,1059
G310-K310-省际卡口,2024-01-23,2185
G311-K207-省际卡口,2024-01-23,2133
G518518-K358-省际卡口,2024-01-23,1492
S250-K1-省际卡口,2024-01-23,2116
S251-K5-省际卡口,2024-01-23,441
S252-K56-省际卡口,2024-01-23,742
S253-K0-省际卡口,2024-01-23,753
S323-K10-市际卡口,2024-01-23,671
S323-K96-市际卡口,2024-01-23,1004
S324-K201-市际卡口,2024-01-23,244
S325-K63-市际卡口,2024-01-23,1558
S505-K10-市际卡口,2024-01-23,622
X308-K19-市际卡口,2024-01-23,741
G104-K744-省际卡口,2024-01-24,553
G104-K873-省际卡口,2024-01-24,813
G206-K816-省际卡口,2024-01-24,347
G235-K10-市际卡口,2024-01-24,450
G3-K731-省际卡口,2024-01-24,671
G310-K310-省际卡口,2024-01-24,544
G311-K207-省际卡口,2024-01-24,905
G518518-K358-省际卡口,2024-01-24,499
S250-K1-省际卡口,2024-01-24,1084
S251-K5-省际卡口,2024-01-24,196
S252-K56-省际卡口,2024-01-24,335
S253-K0-省际卡口,2024-01-24,333
S323-K10-市际卡口,2024-01-24,337
S323-K96-市际卡口,2024-01-24,799
S324-K201-市际卡口,2024-01-24,170
S325-K63-市际卡口,2024-01-24,1032
S505-K10-市际卡口,2024-01-24,211
X308-K19-市际卡口,2024-01-24,233
G104-K744-省际卡口,2024-01-25,484
G104-K873-省际卡口,2024-01-25,807
G206-K816-省际卡口,2024-01-25,264
G235-K10-市际卡口,2024-01-25,492
G237-K148-省际卡口,2024-01-25,1
G3-K731-省际卡口,2024-01-25,758
G310-K310-省际卡口,2024-01-25,456
G311-K207-省际卡口,2024-01-25,940
G518518-K358-省际卡口,2024-01-25,446
S250-K1-省际卡口,2024-01-25,1130
S251-K5-省际卡口,2024-01-25,163
S252-K56-省际卡口,2024-01-25,238
S253-K0-省际卡口,2024-01-25,264
S323-K10-市际卡口,2024-01-25,340
S323-K96-市际卡口,2024-01-25,458
S324-K201-市际卡口,2024-01-25,99
S325-K63-市际卡口,2024-01-25,1093
S505-K10-市际卡口,2024-01-25,176
X308-K19-市际卡口,2024-01-25,223
G104-K744-省际卡口,2024-01-26,539
G104-K873-省际卡口,2024-01-26,782
G206-K816-省际卡口,2024-01-26,267
G235-K10-市际卡口,2024-01-26,521
G3-K731-省际卡口,2024-01-26,816
G310-K310-省际卡口,2024-01-26,493
G311-K207-省际卡口,2024-01-26,954
G518518-K358-省际卡口,2024-01-26,597
S250-K1-省际卡口,2024-01-26,1124
S251-K5-省际卡口,2024-01-26,162
S252-K56-省际卡口,2024-01-26,279
S253-K0-省际卡口,2024-01-26,264
S323-K10-市际卡口,2024-01-26,336
S323-K96-市际卡口,2024-01-26,475
S324-K201-市际卡口,2024-01-26,75
S325-K63-市际卡口,2024-01-26,595
S505-K10-市际卡口,2024-01-26,206
X308-K19-市际卡口,2024-01-26,236
G104-K744-省际卡口,2024-01-27,531
G104-K873-省际卡口,2024-01-27,847
G206-K816-省际卡口,2024-01-27,246
G235-K10-市际卡口,2024-01-27,564
G3-K731-省际卡口,2024-01-27,773
G310-K310-省际卡口,2024-01-27,535
G311-K207-省际卡口,2024-01-27,1063
G518518-K358-省际卡口,2024-01-27,643
S250-K1-省际卡口,2024-01-27,1037
S251-K5-省际卡口,2024-01-27,203
S252-K56-省际卡口,2024-01-27,305
S253-K0-省际卡口,2024-01-27,313
S323-K10-市际卡口,2024-01-27,318
S323-K96-市际卡口,2024-01-27,487
S324-K201-市际卡口,2024-01-27,88
S325-K63-市际卡口,2024-01-27,913
S505-K10-市际卡口,2024-01-27,235
X308-K19-市际卡口,2024-01-27,245
G104-K744-省际卡口,2024-01-28,239
G104-K873-省际卡口,2024-01-28,242
G206-K816-省际卡口,2024-01-28,72
G235-K10-市际卡口,2024-01-28,278
G3-K731-省际卡口,2024-01-28,548
G310-K310-省际卡口,2024-01-28,178
G311-K207-省际卡口,2024-01-28,527
G518518-K358-省际卡口,2024-01-28,333
S250-K1-省际卡口,2024-01-28,600
S251-K5-省际卡口,2024-01-28,108
S252-K56-省际卡口,2024-01-28,68
S253-K0-省际卡口,2024-01-28,147
S323-K10-市际卡口,2024-01-28,158
S323-K96-市际卡口,2024-01-28,10
S325-K63-市际卡口,2024-01-28,34
S505-K10-市际卡口,2024-01-28,78
X308-K19-市际卡口,2024-01-28,117
G104-K744-省际卡口,2024-01-29,984
G104-K873-省际卡口,2024-01-29,1602
G206-K816-省际卡口,2024-01-29,731
G235-K10-市际卡口,2024-01-29,1050
G237-K148-省际卡口,2024-01-29,1
G3-K731-省际卡口,2024-01-29,812
G310-K310-省际卡口,2024-01-29,1357
G311-K207-省际卡口,2024-01-29,1554
G518518-K358-省际卡口,2024-01-29,1246
S250-K1-省际卡口,2024-01-29,1537
S251-K5-省际卡口,2024-01-29,422
S252-K56-省际卡口,2024-01-29,1191
S253-K0-省际卡口,2024-01-29,747
S323-K10-市际卡口,2024-01-29,671
S323-K96-市际卡口,2024-01-29,1586
S324-K201-市际卡口,2024-01-29,219
S325-K63-市际卡口,2024-01-29,923
S505-K10-市际卡口,2024-01-29,497
X308-K19-市际卡口,2024-01-29,568
G104-K744-省际卡口,2024-01-30,1056
G104-K873-省际卡口,2024-01-30,1951
G206-K816-省际卡口,2024-01-30,797
G235-K10-市际卡口,2024-01-30,1489
G237-K148-省际卡口,2024-01-30,259
G3-K731-省际卡口,2024-01-30,644
G310-K310-省际卡口,2024-01-30,2034
G311-K207-省际卡口,2024-01-30,2154
G518518-K358-省际卡口,2024-01-30,1414
S250-K1-省际卡口,2024-01-30,1600
S251-K5-省际卡口,2024-01-30,413
S252-K56-省际卡口,2024-01-30,960
S253-K0-省际卡口,2024-01-30,926
S323-K10-市际卡口,2024-01-30,837
S323-K96-市际卡口,2024-01-30,930
S324-K201-市际卡口,2024-01-30,284
S325-K63-市际卡口,2024-01-30,1290
S505-K10-市际卡口,2024-01-30,591
X308-K19-市际卡口,2024-01-30,950
G104-K744-省际卡口,2024-01-31,551
G104-K873-省际卡口,2024-01-31,817
G206-K816-省际卡口,2024-01-31,517
G235-K10-市际卡口,2024-01-31,1003
G237-K148-省际卡口,2024-01-31,193
G3-K731-省际卡口,2024-01-31,383
G310-K310-省际卡口,2024-01-31,1205
G311-K207-省际卡口,2024-01-31,1397
G518518-K358-省际卡口,2024-01-31,432
S250-K1-省际卡口,2024-01-31,582
S251-K5-省际卡口,2024-01-31,299
S252-K56-省际卡口,2024-01-31,639
S253-K0-省际卡口,2024-01-31,629
S323-K10-市际卡口,2024-01-31,375
S323-K96-市际卡口,2024-01-31,451
S324-K201-市际卡口,2024-01-31,115
S325-K63-市际卡口,2024-01-31,52
S505-K10-市际卡口,2024-01-31,207
X308-K19-市际卡口,2024-01-31,447
