Date,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Recent_Mean,Recent_Std,Trend,Hour,DayOfWeek,IsWeekend,Target_1Hour
2023-12-01 06:15:00,1.0,1.0,1.0,1.0,1.0,1.0,2.25,3.442988043352266,1.0,6,4,0,267.0
2023-12-01 06:20:00,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.8297084310253524,0.75,6,4,0,307.0
2023-12-01 06:25:00,1.0,1.0,1.0,1.0,1.0,2.0,4.166666666666667,4.758034141206732,1.0,6,4,0,332.0
2023-12-01 06:30:00,1.0,1.0,1.0,1.0,1.0,1.0,5.333333333333333,5.705747589541231,1.3333333333333333,6,4,0,361.0
2023-12-01 06:35:00,1.0,1.0,1.0,1.0,1.0,1.0,6.25,5.65869537378832,0.9166666666666666,6,4,0,372.0
2023-12-01 06:40:00,1.0,1.0,1.0,1.0,1.0,1.0,8.083333333333334,6.7879591107260575,1.8333333333333333,6,4,0,405.0
2023-12-01 06:45:00,1.0,1.0,1.0,1.0,1.0,1.0,9.666666666666666,6.93221144769514,1.5,6,4,0,421.0
2023-12-01 06:50:00,1.0,1.0,1.0,1.0,1.0,1.0,11.333333333333334,7.051398600435393,1.6666666666666667,6,4,0,444.0
2023-12-01 06:55:00,1.0,1.0,1.0,1.0,1.0,6.0,14.083333333333334,8.722177989979846,2.3333333333333335,6,4,0,439.0
2023-12-01 07:00:00,1.0,1.0,1.0,1.0,1.0,1.0,15.916666666666666,9.132892325119258,2.25,7,4,0,445.0
2023-12-01 07:05:00,1.0,1.0,1.0,1.0,1.0,4.0,17.916666666666668,8.230616960808925,1.75,7,4,0,455.0
2023-12-01 07:10:00,1.0,1.0,1.0,1.0,1.0,12.0,20.083333333333332,7.686116632532249,1.5,7,4,0,462.0
2023-12-01 07:15:00,1.0,1.0,1.0,1.0,1.0,9.0,22.25,8.699856320652657,2.4166666666666665,7,4,0,428.0
2023-12-01 07:20:00,1.0,1.0,1.0,1.0,1.0,14.0,25.583333333333332,10.467874134173037,2.9166666666666665,7,4,0,384.0
2023-12-01 07:25:00,1.0,1.0,1.0,1.0,2.0,16.0,27.666666666666668,10.442966798547028,1.9166666666666667,7,4,0,372.0
2023-12-01 07:30:00,1.0,1.0,1.0,1.0,1.0,11.0,30.083333333333332,10.812479929332689,2.8333333333333335,7,4,0,361.0
2023-12-01 07:35:00,1.0,1.0,1.0,1.0,1.0,22.0,31.0,9.548123724935003,0.0,7,4,0,357.0
2023-12-01 07:40:00,1.0,1.0,1.0,1.0,1.0,19.0,33.75,11.173816119243536,3.0,7,4,0,323.0
2023-12-01 07:45:00,1.0,1.0,1.0,1.0,1.0,21.0,35.083333333333336,10.25067748438555,1.1666666666666667,7,4,0,310.0
2023-12-01 07:50:00,1.0,1.0,1.0,1.0,1.0,34.0,37.0,9.565563234854496,0.8333333333333334,7,4,0,290.0
2023-12-01 07:55:00,1.0,1.0,1.0,1.0,6.0,28.0,36.583333333333336,9.793350918976722,0.08333333333333333,7,4,0,269.0
2023-12-01 08:00:00,1.0,1.0,1.0,1.0,1.0,25.0,37.083333333333336,9.490858174521886,0.75,8,4,0,252.0
2023-12-01 08:05:00,1.0,1.0,1.0,1.0,4.0,30.0,37.916666666666664,8.807745959602201,0.4166666666666667,8,4,0,242.0
2023-12-01 08:10:00,1.0,1.0,1.0,1.0,12.0,38.0,38.5,8.490190417966685,-0.08333333333333333,8,4,0,232.0
2023-12-01 08:15:00,1.0,1.0,1.0,1.0,9.0,49.0,35.666666666666664,12.7758452644912,-3.75,8,4,0,253.0
2023-12-01 08:20:00,1.0,1.0,1.0,1.0,14.0,39.0,32.0,14.60593486680443,-2.8333333333333335,8,4,0,272.0
2023-12-01 08:25:00,1.0,1.0,1.0,2.0,16.0,45.0,31.0,14.502873278538061,-1.5,8,4,0,273.0
2023-12-01 08:30:00,1.0,1.0,1.0,1.0,11.0,22.0,30.083333333333332,13.925147116717374,1.0,8,4,0,270.0
2023-12-01 08:35:00,1.0,1.0,1.0,1.0,22.0,55.0,29.75,14.160537889972025,-3.0833333333333335,8,4,0,270.0
2023-12-01 08:40:00,1.0,1.0,1.0,1.0,19.0,35.0,26.916666666666668,12.072408854721395,-1.1666666666666667,8,4,0,277.0
2023-12-01 08:45:00,1.0,1.0,1.0,1.0,21.0,44.0,25.833333333333332,11.880188924797825,-1.8333333333333333,8,4,0,293.0
2023-12-01 08:50:00,1.0,1.0,1.0,1.0,34.0,29.0,24.166666666666668,10.542243067245645,-0.4166666666666667,8,4,0,293.0
2023-12-01 08:55:00,1.0,1.0,1.0,6.0,28.0,34.0,22.416666666666668,11.309718043444859,-2.1666666666666665,8,4,0,312.0
2023-12-01 09:00:00,1.0,1.0,1.0,1.0,25.0,35.0,21.0,10.824355254086345,-1.5,9,4,0,321.0
2023-12-01 09:05:00,1.0,1.0,1.0,4.0,30.0,37.0,20.166666666666668,10.073342157507716,-1.0,9,4,0,316.0
2023-12-01 09:10:00,1.0,1.0,1.0,12.0,38.0,4.0,19.333333333333332,9.003085890713004,1.9166666666666667,9,4,0,319.0
2023-12-01 09:15:00,1.0,1.0,1.0,9.0,49.0,5.0,21.083333333333332,7.815138443360354,1.6666666666666667,9,4,0,317.0
2023-12-01 09:20:00,1.0,1.0,1.0,14.0,39.0,27.0,22.666666666666668,6.141841924229427,-0.25,9,4,0,320.0
2023-12-01 09:25:00,1.0,1.0,2.0,16.0,45.0,34.0,22.75,6.206515393788477,-0.5,9,4,0,323.0
2023-12-01 09:30:00,1.0,1.0,1.0,11.0,22.0,18.0,22.5,5.795112883571237,1.0833333333333333,9,4,0,306.0
2023-12-01 09:35:00,1.0,1.0,1.0,22.0,55.0,21.0,22.5,5.795112883571237,-0.25,9,4,0,308.0
2023-12-01 09:40:00,1.0,1.0,1.0,19.0,35.0,22.0,23.083333333333332,5.964594612284132,0.5,9,4,0,299.0
2023-12-01 09:45:00,1.0,1.0,1.0,21.0,44.0,24.0,24.416666666666668,7.227935774172011,1.1666666666666667,9,4,0,279.0
2023-12-01 09:50:00,1.0,1.0,1.0,34.0,29.0,8.0,24.416666666666668,7.2279357741720105,1.3333333333333333,9,4,0,287.0
2023-12-01 09:55:00,1.0,1.0,6.0,28.0,34.0,17.0,26.0,5.275730597114805,0.8333333333333334,9,4,0,283.0
2023-12-01 10:00:00,1.0,1.0,1.0,25.0,35.0,25.0,26.75,4.529992641642294,0.08333333333333333,10,4,0,279.0
2023-12-01 10:05:00,1.0,1.0,4.0,30.0,37.0,27.0,26.333333333333332,4.8876260995383936,-0.5833333333333334,10,4,0,288.0
2023-12-01 10:10:00,1.0,1.0,12.0,38.0,4.0,25.0,26.583333333333332,4.990964057396349,0.4166666666666667,10,4,0,290.0
2023-12-01 10:15:00,1.0,1.0,9.0,49.0,5.0,24.0,26.416666666666668,5.073761479962924,-0.08333333333333333,10,4,0,286.0
2023-12-01 10:20:00,1.0,1.0,14.0,39.0,27.0,28.0,26.666666666666668,5.022173057773121,-0.08333333333333333,10,4,0,277.0
2023-12-01 10:25:00,1.0,2.0,16.0,45.0,34.0,31.0,26.916666666666668,5.155229276073848,0.0,10,4,0,271.0
2023-12-01 10:30:00,1.0,1.0,11.0,22.0,18.0,18.0,25.5,6.089608635481704,-0.3333333333333333,10,4,0,285.0
2023-12-01 10:35:00,1.0,1.0,22.0,55.0,21.0,28.0,25.666666666666668,5.90668171555645,-0.6666666666666666,10,4,0,291.0
2023-12-01 10:40:00,1.0,1.0,19.0,35.0,22.0,38.0,24.916666666666668,6.12995831053433,-1.5833333333333333,10,4,0,297.0
2023-12-01 10:45:00,1.0,1.0,21.0,44.0,24.0,24.0,23.25,4.9518515055818595,-0.5,10,4,0,299.0
2023-12-01 10:50:00,1.0,1.0,34.0,29.0,8.0,27.0,23.916666666666668,5.514501085521901,0.4166666666666667,10,4,0,286.0
2023-12-01 10:55:00,1.0,6.0,28.0,34.0,17.0,26.0,23.583333333333332,5.438417866336577,-0.25,10,4,0,274.0
2023-12-01 11:00:00,1.0,1.0,25.0,35.0,25.0,20.0,23.25,5.402545696243577,0.16666666666666666,11,4,0,269.0
2023-12-01 11:05:00,1.0,4.0,30.0,37.0,27.0,30.0,24.0,5.522680508593631,-0.08333333333333333,11,4,0,258.0
2023-12-01 11:10:00,1.0,12.0,38.0,4.0,25.0,23.0,24.166666666666668,5.727613425813193,0.75,11,4,0,245.0
2023-12-01 11:15:00,1.0,9.0,49.0,5.0,24.0,27.0,23.833333333333332,5.899623340142619,-0.6666666666666666,11,4,0,246.0
2023-12-01 11:20:00,1.0,14.0,39.0,27.0,28.0,31.0,23.083333333333332,6.020220557052337,-1.0833333333333333,11,4,0,247.0
2023-12-01 11:25:00,2.0,16.0,45.0,34.0,31.0,14.0,22.583333333333332,5.574620066774855,0.9166666666666666,11,4,0,237.0
2023-12-01 11:30:00,1.0,11.0,22.0,18.0,18.0,20.0,23.75,5.101061980934297,0.6666666666666666,11,4,0,226.0
2023-12-01 11:35:00,1.0,22.0,55.0,21.0,28.0,19.0,24.25,5.0020828994863065,0.5833333333333334,11,4,0,214.0
2023-12-01 11:40:00,1.0,19.0,35.0,22.0,38.0,18.0,24.75,4.745612008301283,0.5833333333333334,11,4,0,205.0
2023-12-01 11:45:00,1.0,21.0,44.0,24.0,24.0,32.0,24.916666666666668,4.536120466752276,-1.0,11,4,0,203.0
2023-12-01 11:50:00,1.0,34.0,29.0,8.0,27.0,23.0,23.833333333333332,4.258977446393546,-0.3333333333333333,11,4,0,203.0
2023-12-01 11:55:00,6.0,28.0,34.0,17.0,26.0,22.0,22.833333333333332,5.550275268448904,-0.9166666666666666,11,4,0,209.0
2023-12-01 12:00:00,1.0,25.0,35.0,25.0,20.0,29.0,22.416666666666668,5.780114377953279,-1.0,12,4,0,211.0
2023-12-01 12:05:00,4.0,30.0,37.0,27.0,30.0,32.0,21.5,5.530220007679019,-1.1666666666666667,12,4,0,211.0
2023-12-01 12:10:00,12.0,38.0,4.0,25.0,23.0,19.0,20.416666666666668,4.554454473979903,0.0,12,4,0,209.0
