Date,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Recent_Mean,Recent_Std,Trend,Hour,DayOfWeek,IsWeekend,Target_1Hour
2023-12-01 12:10:00,1.0,20.0,1.0,32.0,26.0,28.0,33.666666666666664,5.617433182117573,0.3333333333333333,12,4,0,437.0
2023-12-01 12:15:00,1.0,41.0,8.0,30.0,39.0,35.0,33.75,5.539629951540085,-0.5,12,4,0,458.0
2023-12-01 12:20:00,1.0,41.0,37.0,32.0,38.0,32.0,34.583333333333336,6.356864181514516,1.0833333333333333,12,4,0,444.0
2023-12-01 12:25:00,1.0,31.0,21.0,35.0,36.0,37.0,35.5,6.701989754294367,0.5,12,4,0,443.0
2023-12-01 12:30:00,1.0,34.0,15.0,29.0,27.0,44.0,35.416666666666664,6.689025007843488,-0.6666666666666666,12,4,0,452.0
2023-12-01 12:35:00,1.0,35.0,35.0,25.0,27.0,24.0,34.833333333333336,6.202598021976132,1.0833333333333333,12,4,0,462.0
2023-12-01 12:40:00,1.0,20.0,20.0,23.0,32.0,36.0,35.0,5.930148958219065,-0.8333333333333334,12,4,0,472.0
2023-12-01 12:45:00,2.0,38.0,26.0,25.0,33.0,36.0,34.833333333333336,5.927806414592913,-0.16666666666666666,12,4,0,473.0
2023-12-01 12:50:00,5.0,24.0,15.0,44.0,34.0,25.0,34.75,5.917840259193664,0.8333333333333334,12,4,0,482.0
2023-12-01 12:55:00,15.0,18.0,19.0,35.0,33.0,40.0,34.5,6.370504951205464,-1.5,12,4,0,498.0
2023-12-01 13:00:00,6.0,20.0,27.0,26.0,46.0,35.0,34.666666666666664,6.536223850375859,0.5833333333333334,13,4,0,497.0
2023-12-01 13:05:00,14.0,16.0,34.0,27.0,37.0,32.0,35.416666666666664,7.029204949510452,1.0,13,4,0,493.0
2023-12-01 13:10:00,20.0,1.0,32.0,26.0,28.0,29.0,36.416666666666664,7.319589393462511,1.25,13,4,0,488.0
2023-12-01 13:15:00,41.0,8.0,30.0,39.0,35.0,45.0,38.166666666666664,7.8297864310308976,0.4166666666666667,13,4,0,477.0
2023-12-01 13:20:00,41.0,37.0,32.0,38.0,32.0,43.0,37.0,7.767453465154029,-1.0,13,4,0,463.0
2023-12-01 13:25:00,31.0,21.0,35.0,36.0,37.0,36.0,36.916666666666664,7.70777024970401,0.5,13,4,0,427.0
2023-12-01 13:30:00,34.0,15.0,29.0,27.0,44.0,37.0,37.666666666666664,8.013876853447538,0.6666666666666666,13,4,0,397.0
2023-12-01 13:35:00,35.0,35.0,25.0,27.0,24.0,26.0,38.5,8.411301920630361,1.75,13,4,0,378.0
2023-12-01 13:40:00,20.0,20.0,23.0,32.0,36.0,34.0,39.333333333333336,7.586537784494028,0.16666666666666666,13,4,0,363.0
2023-12-01 13:45:00,38.0,26.0,25.0,33.0,36.0,35.0,39.416666666666664,7.532798653591874,0.0,13,4,0,349.0
2023-12-01 13:50:00,24.0,15.0,44.0,34.0,25.0,22.0,40.166666666666664,7.503702789660286,1.8333333333333333,13,4,0,326.0
2023-12-01 13:55:00,18.0,19.0,35.0,33.0,40.0,42.0,41.5,5.236092690801669,-0.3333333333333333,13,4,0,317.0
2023-12-01 14:00:00,20.0,27.0,26.0,46.0,35.0,44.0,41.416666666666664,5.235429516498358,-0.25,14,4,0,312.0
2023-12-01 14:05:00,16.0,34.0,27.0,37.0,32.0,44.0,41.083333333333336,5.187458165828639,-0.3333333333333333,14,4,0,300.0
2023-12-01 14:10:00,1.0,32.0,26.0,28.0,29.0,50.0,40.666666666666664,5.137011669140814,-0.9166666666666666,14,4,0,281.0
2023-12-01 14:15:00,8.0,30.0,39.0,35.0,45.0,31.0,39.75,4.303583777891785,0.6666666666666666,14,4,0,275.0
2023-12-01 14:20:00,37.0,32.0,38.0,32.0,43.0,42.0,38.583333333333336,7.34232403413403,-2.0833333333333335,14,4,0,286.0
2023-12-01 14:25:00,21.0,35.0,36.0,37.0,36.0,45.0,35.583333333333336,11.506942348957093,-3.25,14,4,0,303.0
2023-12-01 14:30:00,15.0,29.0,27.0,44.0,37.0,47.0,33.083333333333336,12.412751060457504,-2.6666666666666665,14,4,0,314.0
2023-12-01 14:35:00,35.0,25.0,27.0,24.0,26.0,36.0,31.5,11.729592206608606,-0.6666666666666666,14,4,0,314.0
2023-12-01 14:40:00,20.0,23.0,32.0,36.0,34.0,35.0,30.25,11.980018085684735,-1.1666666666666667,14,4,0,312.0
2023-12-01 14:45:00,26.0,25.0,33.0,36.0,35.0,44.0,29.083333333333332,12.141240555323096,-1.9166666666666667,14,4,0,312.0
2023-12-01 14:50:00,15.0,44.0,34.0,25.0,22.0,38.0,27.166666666666668,11.429737043733285,-1.4166666666666667,14,4,0,313.0
2023-12-01 14:55:00,19.0,35.0,33.0,40.0,42.0,41.0,26.416666666666668,10.980728067340932,-1.0,14,4,0,301.0
2023-12-01 15:00:00,27.0,26.0,46.0,35.0,44.0,40.0,26.0,10.503967504392486,-0.3333333333333333,15,4,0,281.0
2023-12-01 15:05:00,34.0,27.0,37.0,32.0,44.0,39.0,25.0,9.66091783079296,-0.9166666666666666,15,4,0,271.0
2023-12-01 15:10:00,32.0,26.0,28.0,29.0,50.0,39.0,23.416666666666668,8.750793614803683,-1.5833333333333333,15,4,0,263.0
2023-12-01 15:15:00,30.0,39.0,35.0,45.0,31.0,17.0,22.916666666666668,7.983924821512008,1.3333333333333333,15,4,0,256.0
2023-12-01 15:20:00,32.0,38.0,32.0,43.0,42.0,6.0,23.833333333333332,7.8828223935903114,1.8333333333333333,15,4,0,243.0
2023-12-01 15:25:00,35.0,36.0,37.0,36.0,45.0,15.0,25.25,5.80409338312195,0.6666666666666666,15,4,0,237.0
2023-12-01 15:30:00,29.0,27.0,44.0,37.0,47.0,28.0,26.166666666666668,4.913134324327891,-0.16666666666666666,15,4,0,239.0
2023-12-01 15:35:00,25.0,27.0,24.0,26.0,36.0,21.0,26.166666666666668,4.913134324327891,0.5833333333333334,15,4,0,235.0
2023-12-01 15:40:00,23.0,32.0,36.0,34.0,35.0,21.0,26.0,5.115336417740935,-0.16666666666666666,15,4,0,234.0
