GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,HPZL,HPZL_LABEL,HPHM,BRAND
F10300108885987278,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-13 00:00:51,1702425651000,52,教练车,苏CD1***,几何汽车
F10300108885987721,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-13 00:01:24,1702425684000,02,小型汽车,苏C06***,五菱
F10300108885987967,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-13 00:01:26,1702425686000,01,大型汽车,豫N95***,东风
F10300108885987763,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-13 00:01:27,1702425687000,02,小型汽车,苏C7N***,未知
F10300108885987877,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-13 00:01:41,1702425701000,02,小型汽车,鲁HU6***,一汽
F10300108885988181,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-13 00:01:52,1702425712000,02,小型汽车,苏CX1***,未知
F10300108885988417,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-13 00:02:11,1702425731000,未知,未知,豫N87***,未知
F10300108885988899,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-13 00:02:53,1702425773000,02,小型汽车,苏CX6***,吉利
F10300108885989333,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-13 00:03:07,1702425787000,01,大型汽车,鲁RU1***,未知
F10300108885989393,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-13 00:03:33,1702425813000,01,大型汽车,苏CLU***,江淮
F10300108885989638,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2023-12-13 00:03:45,1702425825000,01,大型汽车,鲁RN1***,江南
F10300108885989728,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-13 00:03:55,1702425835000,02,小型汽车,苏CQ9***,野马
F10300108885989760,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-13 00:03:58,1702425838000,02,小型汽车,苏C39***,未知
F10300108885989718,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-13 00:04:00,1702425840000,02,小型汽车,苏C33***,现代
