GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,HPZL,HPZL_LABEL,HPHM,BRAND
320300108885987278,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-14 00:00:51,1702512051000,52,教练车,苏CD1***,几何汽车
320300108885987721,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:01:24,1702512084000,02,小型汽车,苏C06***,五菱
320300108885987967,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:01:26,1702512086000,01,大型汽车,豫N95***,东风
320300108885987763,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:01:27,1702512087000,02,小型汽车,苏C7N***,未知
320300108885987877,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-14 00:01:41,1702512101000,02,小型汽车,鲁HU6***,一汽
320300108885988181,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:01:52,1702512112000,02,小型汽车,苏CX1***,未知
320300108885988417,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-14 00:02:11,1702512131000,未知,未知,豫N87***,未知
320300108885988899,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:02:53,1702512173000,02,小型汽车,苏CX6***,吉利
320300108885989333,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:03:07,1702512187000,01,大型汽车,鲁RU1***,未知
320300108885989393,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-14 00:03:33,1702512213000,01,大型汽车,苏CLU***,江淮
320300108885989638,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2023-12-14 00:03:45,1702512225000,01,大型汽车,鲁RN1***,江南
320300108885989728,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:03:55,1702512235000,02,小型汽车,苏CQ9***,野马
320300108885989760,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-14 00:03:58,1702512238000,02,小型汽车,苏C39***,未知
320300108885989718,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:04:00,1702512240000,02,小型汽车,苏C33***,现代
320300108885990078,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:04:05,1702512245000,01,大型汽车,鲁H96***,一汽
320300108885989832,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:04:08,1702512248000,02,小型汽车,苏C7X***,起亚
320300108885989871,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:04:11,1702512251000,02,小型汽车,苏C8Q***,金杯
320300108885991046,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:05:21,1702512321000,01,大型汽车,鲁H79***,一汽
320300108885991248,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-14 00:05:50,1702512350000,未知,未知,皖FF7***,未知
320300108885991415,新沂市,S505,K10,CITY,徐州-宿迁,宿迁界,S505-K10-市际卡口,1,2023-12-14 00:06:04,1702512364000,02,小型汽车,苏CZ1***,风神
320300108885991658,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2023-12-14 00:06:19,1702512379000,02,小型汽车,皖LF8***,保时捷
320300108885991768,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:06:32,1702512392000,51,挂车,鲁Q01***,未知
320300108885992097,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:06:37,1702512397000,01,大型汽车,苏CJQ***,福田
320300108885992383,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:06:58,1702512418000,01,大型汽车,苏CF9***,未知
320300108885992479,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:07:25,1702512445000,01,大型汽车,鲁Q15***,未知
320300108885992563,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:07:32,1702512452000,02,小型汽车,苏C1C***,大众
320300108885992595,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-14 00:07:32,1702512452000,02,小型汽车,皖DUA***,哈弗
320300108885992668,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:07:38,1702512458000,01,大型汽车,鲁Q93***,依维柯
320300108885993050,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2023-12-14 00:07:50,1702512470000,02,小型汽车,苏C1A***,雪佛兰
320300108885992877,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:07:52,1702512472000,02,小型汽车,苏C08***,未知
320300108885992882,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:07:52,1702512472000,02,小型汽车,苏C08***,未知
320300108885992915,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:07:59,1702512479000,52,教练车,苏NDD***,福特
320300108885992987,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:08:07,1702512487000,01,大型汽车,皖S2U***,未知
320300108885993269,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2023-12-14 00:08:25,1702512505000,52,教练车,鲁QD8***,大通
320300108885993554,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:08:47,1702512527000,01,大型汽车,鲁Q61***,福田
320300108885993835,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:08:50,1702512530000,01,大型汽车,鲁PT1***,未知
320300108885993845,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:08:50,1702512530000,01,大型汽车,鲁PT1***,未知
320300108885993698,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:09:00,1702512540000,02,小型汽车,苏C8D***,传祺
320300108885993991,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:09:18,1702512558000,02,小型汽车,苏C81***,宝骏
320300108885994232,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-14 00:09:38,1702512578000,02,小型汽车,鲁HY9***,纳智捷
320300108885994358,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-14 00:09:43,1702512583000,02,小型汽车,苏C8G***,大众
320300108885994515,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:10:02,1702512602000,02,小型汽车,鲁H5P***,福田
320300108885994641,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:10:13,1702512613000,01,大型汽车,皖LG7***,未知
320300108885995123,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-14 00:10:46,1702512646000,02,小型汽车,苏GEP***,雪佛兰
320300108885995686,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2023-12-14 00:11:29,1702512689000,未知,未知,鲁E39***,未知
320300108885995720,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:11:34,1702512694000,01,大型汽车,鲁Q19***,福特
320300108885995945,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:11:54,1702512714000,01,大型汽车,鲁Q82***,宝马
320300108885997067,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:13:21,1702512801000,01,大型汽车,苏CQE***,一汽
320300108885997220,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:13:31,1702512811000,01,大型汽车,苏CLN***,中通
320300108885997586,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:13:40,1702512820000,01,大型汽车,苏CGY***,福田
320300108885997365,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:13:44,1702512824000,01,大型汽车,豫NW6***,宝马
320300108885997755,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:14:09,1702512849000,02,小型汽车,苏C2B***,吉利
320300108885997831,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:14:11,1702512851000,未知,未知,苏A55***,未知
320300108885998009,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:14:13,1702512853000,02,小型汽车,鲁R2U***,红旗
320300108885998006,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:14:14,1702512854000,02,小型汽车,鲁R2U***,东风
320300108885997905,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:14:21,1702512861000,02,小型汽车,苏CZ6***,双环
320300108885998165,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2023-12-14 00:14:25,1702512865000,02,小型汽车,琼A23***,丰田
320300108885998019,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-14 00:14:31,1702512871000,01,大型汽车,苏CNT***,东风
320300108885998613,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-14 00:15:16,1702512916000,52,教练车,苏CDF***,长安
320300108885998756,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:15:31,1702512931000,01,大型汽车,鲁Q12***,未知
320300108885998892,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-14 00:15:36,1702512936000,02,小型汽车,鲁HE5***,别克
320300108885998832,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:15:36,1702512936000,01,大型汽车,鲁JD5***,江淮
320300108885998900,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:15:42,1702512942000,01,大型汽车,苏NGS***,未知
320300108886000012,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2023-12-14 00:17:01,1702513021000,52,教练车,皖LD7***,未知
320300108886000082,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:17:11,1702513031000,01,大型汽车,苏CL2***,未知
