GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,HPZL,HPZL_LABEL,HPHM,BRAND
320300108907154787,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:00:03,1702742403000,01,大型汽车,鲁JC6***,一汽
320300108907155183,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2023-12-17 00:00:23,1702742423000,02,小型汽车,苏CG9***,未知
320300108907155798,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2023-12-17 00:00:59,1702742459000,02,小型汽车,苏CT1***,奔驰
320300108907155793,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2023-12-17 00:01:00,1702742460000,02,小型汽车,苏A10***,未知
320300108907156561,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:01:50,1702742510000,01,大型汽车,鲁Q67***,一汽
320300108907156671,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-17 00:01:56,1702742516000,未知,未知,苏CK0***,一汽
320300108907156844,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:02:07,1702742527000,01,大型汽车,鲁AV2***,捷途
320300108907156921,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:02:12,1702742532000,01,大型汽车,苏CMN***,东南
320300108907157417,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-17 00:02:36,1702742556000,02,小型汽车,苏G65***,名爵
320300108907158163,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:02:56,1702742576000,52,教练车,苏CDH***,领克
320300108907157762,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:03:02,1702742582000,01,大型汽车,鲁Q69***,福田
320300108907158307,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:03:36,1702742616000,01,大型汽车,鲁Q23***,福特
320300108907158939,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-17 00:04:02,1702742642000,02,小型汽车,苏CP5***,五菱
320300108907159318,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-17 00:04:28,1702742668000,01,大型汽车,皖LE4***,未知
320300108907159634,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2023-12-17 00:04:30,1702742670000,02,小型汽车,苏C16***,东风
320300108907160002,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-17 00:05:15,1702742715000,52,教练车,苏NDD***,现代
320300108907160319,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:05:33,1702742733000,01,大型汽车,鲁PW9***,东风
320300108907160924,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:06:06,1702742766000,01,大型汽车,皖LD1***,福田
320300108907161090,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-17 00:06:14,1702742774000,01,大型汽车,鲁Q18***,未知
320300108907161817,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-17 00:06:55,1702742815000,01,大型汽车,苏NAK***,福田
320300108907162061,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:07:11,1702742831000,02,小型汽车,苏U76***,奇瑞
320300108907162447,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:07:11,1702742831000,未知,未知,鲁D58***,红星
320300108907162864,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2023-12-17 00:07:54,1702742874000,02,小型汽车,鲁D01***,金杯
320300108907163728,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-17 00:08:47,1702742927000,02,小型汽车,苏N37***,别克
320300108907164551,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:09:17,1702742957000,01,大型汽车,苏CF9***,未知
320300108907164338,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-17 00:09:19,1702742959000,02,小型汽车,苏C3X***,未知
320300108907164344,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-17 00:09:26,1702742966000,02,小型汽车,苏CZ8***,宝马
320300108907164332,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:09:27,1702742967000,01,大型汽车,鲁Q26***,东风
320300108907164397,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-17 00:09:29,1702742969000,02,小型汽车,苏CJ7***,东风
320300108907164394,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-17 00:09:30,1702742970000,02,小型汽车,苏L09***,未知
320300108907164523,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:09:38,1702742978000,01,大型汽车,鲁Q88***,福田
320300108907164566,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:09:40,1702742980000,01,大型汽车,鲁JB5***,三菱
320300108907165093,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:09:47,1702742987000,01,大型汽车,鲁DE9***,汉江
320300108907165198,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-17 00:10:12,1702743012000,01,大型汽车,苏CHJ***,春洲
320300108907165193,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:10:16,1702743016000,01,大型汽车,鲁Q06***,福特
320300108907165665,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:10:41,1702743041000,01,大型汽车,苏CQH***,传祺
320300108907165723,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:10:44,1702743044000,02,小型汽车,鲁Q82***,传祺
320300108907165830,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:10:49,1702743049000,02,小型汽车,鲁QD9***,福田
320300108907165851,邳州市,S251,K5,PROVINCE,江苏-山东,苏鲁界,S251-K5-省际卡口,1,2023-12-17 00:10:50,1702743050000,未知,未知,冀T5V***,未知
320300108907166678,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:11:16,1702743076000,未知,未知,豫E48***,众泰
320300108907166779,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:11:41,1702743101000,01,大型汽车,苏CGB***,福田
320300108907167175,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:11:45,1702743105000,02,小型汽车,苏C9U***,别克
320300108907167111,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:11:45,1702743105000,02,小型汽车,苏C9U***,别克
320300108907166986,铜山县,G310,K310,PROVINCE,江苏-安徽,苏皖界,G310-K310-省际卡口,1,2023-12-17 00:11:45,1702743105000,02,小型汽车,苏C17***,DS
320300108907166860,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:11:47,1702743107000,01,大型汽车,鲁Q86***,福田
320300108907167155,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:12:03,1702743123000,未知,未知,苏CHU***,福田
320300108907167284,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:12:11,1702743131000,01,大型汽车,鲁Q07***,福田
320300108907167649,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-17 00:12:32,1702743152000,02,小型汽车,苏C1K***,东风
320300108907168388,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:13:15,1702743195000,01,大型汽车,苏CNJ***,福田
320300108907168523,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-17 00:13:22,1702743202000,01,大型汽车,苏CJV***,未知
320300108907169255,新沂市,S505,K10,CITY,徐州-宿迁,宿迁界,S505-K10-市际卡口,1,2023-12-17 00:14:02,1702743242000,02,小型汽车,苏C65***,宝骏
320300108907169427,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:14:17,1702743257000,01,大型汽车,鲁Q53***,福田
320300108907169580,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:14:24,1702743264000,01,大型汽车,鲁Q21***,未知
320300108907169825,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:14:38,1702743278000,01,大型汽车,鲁FBM***,丰田
320300108907170324,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:14:47,1702743287000,01,大型汽车,鲁AJ9***,江铃
320300108907170388,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:15:12,1702743312000,01,大型汽车,皖S2T***,一汽
320300108907170580,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-17 00:15:20,1702743320000,02,小型汽车,苏MNW***,中兴
320300108907170586,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-17 00:15:24,1702743324000,01,大型汽车,鲁Q72***,福田
320300108907170847,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2023-12-17 00:15:34,1702743334000,02,小型汽车,皖LTG***,丰田
320300108907171074,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-17 00:15:37,1702743337000,01,大型汽车,鲁PU8***,一汽
