GCXH,XZQHMC,ROAD_ID,K_INDEX,BOUNDARY_LEVEL,BOUNDARY_DETAIL,BOUNDARY_LABEL,CLEAN_KKMC,FXLX,GCSJ,GCSJ_TS,HPZL,HPZL_LABEL,HPHM,BRAND
320300108885987278,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-14 00:00:51,1702483251000,52,教练车,苏CD1***,几何汽车
320300108885987721,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:01:24,1702483284000,02,小型汽车,苏C06***,五菱
320300108885987967,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:01:26,1702483286000,01,大型汽车,豫N95***,东风
320300108885987763,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:01:27,1702483287000,02,小型汽车,苏C7N***,未知
320300108885987877,沛县,S253,K0,PROVINCE,江苏-山东,苏鲁界,S253-K0-省际卡口,1,2023-12-14 00:01:41,1702483301000,02,小型汽车,鲁HU6***,一汽
320300108885988181,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:01:52,1702483312000,02,小型汽车,苏CX1***,未知
320300108885988417,新沂市,S323,K10,CITY,徐州-连云港,连云港交界,S323-K10-市际卡口,1,2023-12-14 00:02:11,1702483331000,未知,未知,豫N87***,未知
320300108885988899,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:02:53,1702483373000,02,小型汽车,苏CX6***,吉利
320300108885989333,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:03:07,1702483387000,01,大型汽车,鲁RU1***,未知
320300108885989393,丰县,X308,K19,CITY,丰县-睢宁,县界,X308-K19-市际卡口,1,2023-12-14 00:03:33,1702483413000,01,大型汽车,苏CLU***,江淮
320300108885989638,丰县,G518,K358,PROVINCE,江苏-山东,苏鲁界,G518-K358-省际卡口,1,2023-12-14 00:03:45,1702483425000,01,大型汽车,鲁RN1***,江南
320300108885989728,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:03:55,1702483435000,02,小型汽车,苏CQ9***,野马
320300108885989760,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-14 00:03:58,1702483438000,02,小型汽车,苏C39***,未知
320300108885989718,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:04:00,1702483440000,02,小型汽车,苏C33***,现代
320300108885990078,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:04:05,1702483445000,01,大型汽车,鲁H96***,一汽
320300108885989832,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:04:08,1702483448000,02,小型汽车,苏C7X***,起亚
320300108885989871,睢宁县,G104,K873,PROVINCE,江苏-安徽,苏皖界,G104-K873-省际卡口,1,2023-12-14 00:04:11,1702483451000,02,小型汽车,苏C8Q***,金杯
320300108885991046,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:05:21,1702483521000,01,大型汽车,鲁H79***,一汽
320300108885991248,铜山县,G104,K744,PROVINCE,江苏-山东,苏鲁界,G104-K744-省际卡口,1,2023-12-14 00:05:50,1702483550000,未知,未知,皖FF7***,未知
320300108885991415,新沂市,S505,K10,CITY,徐州-宿迁,宿迁界,S505-K10-市际卡口,1,2023-12-14 00:06:04,1702483564000,02,小型汽车,苏CZ1***,风神
320300108885991658,铜山县,G311,K207,PROVINCE,江苏-安徽,苏皖界,G311-K207-省际卡口,1,2023-12-14 00:06:19,1702483579000,02,小型汽车,皖LF8***,保时捷
320300108885991768,邳州市,S250,K1,PROVINCE,江苏-山东,苏鲁界,S250-K1-省际卡口,1,2023-12-14 00:06:32,1702483592000,51,挂车,鲁Q01***,未知
320300108885992097,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:06:37,1702483597000,01,大型汽车,苏CJQ***,福田
320300108885992383,高速五大队,G3,K731,PROVINCE,江苏-山东,苏鲁界,G3-K731-省际卡口,1,2023-12-14 00:06:58,1702483618000,01,大型汽车,苏CF9***,未知
320300108885992479,新沂市,G235,K10,CITY,徐州-连云港,连云港交界,G235-K10-市际卡口,1,2023-12-14 00:07:25,1702483645000,01,大型汽车,鲁Q15***,未知
